출판사,작가,도서/강연제목,대상,강연방식,주제/소개,상세페이지,이미지URL
사계절,강현선 (지은이),<여름방학> 강현선 작가와의 만남 :그림책 워크숍,어린이(저학년),비대면,"일반 강연 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260609130416300_7d161d60,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5823324%3Ftimestamp%3D20260626120857
글로연,한기현 (지은이),<잠자리 편지> 한기현 작가와의 만남 :소원잠자리를 만들어요!,어린이(저학년),비대면,"활동/워크숍 art, creative",https://www.bookseed.kr/program/lecture/lecture_20260609111409556_b2945184,
글로연,지은 (지은이),<위대한 아파투라일리아> 지은 작가와의 만남 :작은 세계에선 어떤 친구들이 살까요,어린이(저학년),대면/미정,"창작 그림책, creative",https://www.bookseed.kr/program/lecture/lecture_20260609105207223_0d9a4cba,
어크로스주니어,"방미진 (지은이), 김정진 (그림)",<잔소리탈출연구소 5 - 엉망진창 정리력을 구하라> 방미진 작가와의 만남,어린이(저학년),비대면,"일반 강연 교양/문화, 인문",https://www.bookseed.kr/program/lecture/lecture_20260608143344204_b859b9ba,
창비,"장수민 (지은이), 가애 (그림)",『헛다리 너 형사』 장수민 작가와의 만남 : 우린 모두 달라요!,어린이(저학년),대면/미정,"일반 강연 문학, 인문",https://www.bookseed.kr/program/lecture/lecture_20260604150352068_172adb95,
북멘토(도서출판),"이나영 (지은이), 수련 (그림)",<구리구리구리는 참지 않아! - 방방구리의 학교에서 똥 누기> 이나영 작가와의 만남 : 참지 않아도 괜찮아,어린이(저학년),비대면,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/lecture_20260602192122021_5abe798b,
창비,송혜승 (지은이),『나무를 만져 보세요』 송혜승 작가와의 만남 :눈을 감고 나무를 만져 보세요,어린이(저학년),비대면,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260602154126301_9ca477fb,
창비,송혜승 (지은이),『계절을 만져 보세요』 송혜승 작가와의 만남 :예술 감각을 키우는 미술 놀이,어린이(저학년),비대면,"활동/워크숍 art, creative",https://www.bookseed.kr/program/lecture/lecture_20260602153857478_b31a217d,
창비,"한윤섭 (지은이), 홍정선 (그림)",『우리 동네 전설은』 한윤섭 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260602153431545_0bec6904,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F532845%3Ftimestamp%3D20250531114454
창비,옥희진 (지은이),『두두와 새 친구』 옥희진 작가와의 만남,어린이(저학년),비대면,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260602151846880_e2c5cbff,
창비,국지승 (지은이),『바로의 여행』 국지승 작가와의 만남 :바로와 함께 여권 만들기,어린이(저학년),대면/미정,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260602144813127_95fbb366,
창비,국지승 (지은이),『아빠와 호랑이 버스』 국지승 작가와의 만남 :뒷이야기 창작하기(그림책 만들기),어린이(저학년),대면/미정,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260602144504885_5b480124,
창비,"최양선 (지은이), 오정택 (그림)",『지도에 없는 마을』 최양선 작가와의 만남,어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260602141220718_8690f898,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F533055%3Ftimestamp%3D20260101111056
사계절,정호선 (지은이),『앗! 피자』 정호선 작가와의 만남 :나만의 피자 만들기,어린이(저학년),비대면,"활동/워크숍 그림책, creative",https://www.bookseed.kr/program/lecture/lecture_20260601162200489_a1765c3f,
창비교육,"박현숙 (지은이), 박혜림 (그림)",『다잇소 잡화점』 베스트셀러 박현숙 작가와의 만남,어린이(저학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20260601133551482_c7ba63cf,
한림출판사,유진 (지은이),<드로잉 탐정단> 유진 작가와의 만남 :그림책과 함께하는 드로잉 놀이 1,어린이(저학년),비대면,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260528110100346_748bcd2a,
창비,"원유순 (지은이), 김세현 (그림)",『열 평 아이들』 원유순 작가와의 만남 :보람 아파트 아이들의 삶과 희망,어린이(저학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260528104828749_1211ce4b,
주니어RHK(주니어랜덤),"원유순 (지은이), 윤태규 (그림)",<책 무덤에 사는 생쥐> 원유순 작가와의 만남 :독서의 중요성,어린이(저학년),대면/미정,"일반 강연 문학, philosophy",https://www.bookseed.kr/program/lecture/lecture_20260528104552652_3ea46a02,
열린어린이,"유하정 (지은이), 최지미 (그림)","<구름 배꼽> 유하정 작가와의 만남 :나도 시인, 詩詩한 상상(상상력은 어떻게 시가 될까?)",어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260528103808466_0796f64b,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5156080%3Ftimestamp%3D20220803231456
창비,"전수경 (지은이), 윤봉선 (그림)",『아빠랑 안 맞아!』 전수경 작가와의 만남,어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260527131542912_ed771748,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6218516%3Ftimestamp%3D20250205153714
창비,"유강희 (지은이), 가애(정가애) (그림)",『손바닥 동시』 유강희 작가와의 만남,어린이(저학년),비대면,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260527095642180_d000b870,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6492470%3Ftimestamp%3D20240606150743
창비,"유강희 (지은이), 가애(정가애) (그림)",『달팽이가 느린 이유』 유강희 작가와의 만남,어린이(저학년),비대면,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260527095410430_8f4d98e3,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5912855%3Ftimestamp%3D20231124150513
잇츠북어린이,"이인희 (지은이), 송진욱 (그림)",<별똥 소원 상담소> 이인희 작가와의 만남 : 책마트폰의 비밀 - 좋은 습관과 관계를 만드는 이야기,어린이(저학년),비대면,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260527094439096_12cfd404,
창비,권재원 (지은이),"『리코더를 불자』 권재원 작가와의 만남 :즐겁게, 즐겁게",어린이(저학년),비대면,"일반 강연 art, 사회",https://www.bookseed.kr/program/lecture/lecture_20260527094129486_b83652c2,
창비,권재원 (지은이),『살까? 말까?』 권재원 작가와의 만남 :살까? 말까? 함께 고민해요,어린이(저학년),대면/미정,"일반 강연 사회, 과학",https://www.bookseed.kr/program/lecture/lecture_20260527093646718_ca2857b1,
파란자전거,박유진 (지은이),<우리 집에 왜 왔어!> 박유진 작가와의 만남 : 서로 달라도 우리는 친구!,어린이(저학년),대면/미정,"활동/워크숍 그림책, 사회",https://www.bookseed.kr/program/lecture/lecture_20260527093600314_08d0c642,
창비,"이은정 (지은이), 윤정주 (그림)","『목기린 씨, 타세요!』 이은정 작가와의 만남",어린이(저학년),대면/미정,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260522163819637_ed30fc7d,
이야기상회,종종 (지은이),<평범한 식빵> 종종 작가와의 만남,어린이(저학년),비대면,"독서 creative, art",https://www.bookseed.kr/program/lecture/lecture_20260521204337303_c8452eed,
창비,정현진 (지은이),『토끼전 대 호랑전』 정현진 작가와의 만남,어린이(저학년),비대면,"일반 강연 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260521160649440_8ba6dc47,
창비,"임수현 (지은이), 오윤화 (그림)",『코뿔소 모자 씌우기』 임수현 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260521155225785_9bdfdef0,
창비,"채인선 (지은이), 강을순 (그림)",『그 도마뱀 친구가 뜨개질을 하게 된 사연』 채인선 작가와의 만남,어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260521135828916_07d50d46,
창비,하민석 (지은이),『탐정 칸 :부리부리단의 습격』 하민석 작가와의 만남 :만화 그리기 워크숍,어린이(저학년),비대면,"창작 creative, 기타",https://www.bookseed.kr/program/lecture/lecture_20260521135123375_d7714455,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6221015%3Ftimestamp%3D20231124145357
개암나무,"이수용 (지은이), 이갑규 (그림)",<용돈 몰아주기 내기 어때?＞ 이수용 작가와의 만남 : 돈을 현명하게 다루는 지혜,어린이(저학년),비대면,"일반 강연 인문, 사회",https://www.bookseed.kr/program/lecture/lecture_20260521113924960_6ce2a6ed,
창비,"송언 (지은이), 김유대 (그림)",『마법사 똥맨』 송언 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 creative, 기타",https://www.bookseed.kr/program/lecture/lecture_20260520163107876_a58b2bcd,
제제의숲,구삼영 (지은이),<엄마들은 다 그래> 구삼영 작가와의 만남:우리들은 다 그래,어린이(저학년),비대면,"창작 그림책, 교과",https://www.bookseed.kr/program/lecture/lecture_20260520154016330_9a4797ec,
고래뱃속,박광명 (지은이),<토닥토닥 가을이불> 박광명 작가와의 만남,어린이(저학년),비대면,독서 그림책,https://www.bookseed.kr/program/lecture/lecture_20260520140746591_f2947d1a,
시공주니어,"강인송 (지은이), 민키 (그림)",<사랑하면 다 애기야> 강인송 작가와의 만남,어린이(저학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/lecture_20260520131427079_fd4d9862,
노란상상,오하나 (지은이),<사과하려 했는데> 오하나 작가와의 만남,어린이(저학년),비대면,"창작 문학, 그림책",https://www.bookseed.kr/program/lecture/lecture_20260520085658250_171968eb,
와이즈만북스,"장경아 (지은이), 김종채 (그림), 와이즈만 영재교육연구소 (감수)",<꽁멍꽁멍 그림수학 1> 장경아 작가와의 만남,어린이(저학년),대면/미정,일반 강연 기타,https://www.bookseed.kr/program/lecture/lecture_20260519113859721_a0192083,
와이즈만북스,"이정모, 최향숙 (지은이), 김고은 (그림), 와이즈만 영재교육연구소 (감수)",<경이로운 생명 탐험> 이정모 작가와의 만남,어린이(저학년),대면/미정,일반 강연 과학,https://www.bookseed.kr/program/lecture/lecture_20260519112508581_8ac645eb,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F7107058%3Ftimestamp%3D20260411121714
책고래,아우야요 (지은이),<박치기 양> 아우야요 작가와의 만남,어린이(저학년),대면/미정,독서 그림책,https://www.bookseed.kr/program/lecture/lecture_20260517151839357_ce488e0b,
창비,강효선 (지은이),『아장아장 사계절』 강효선 작가와의 만남 :나만의 계절 에코백 만들기,어린이(저학년),비대면,"활동/워크숍 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260515152623011_31cba928,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6996957%3Ftimestamp%3D20251221133601
창비,"김성진 (지은이), 김중석 (그림)",『엄마 사용법』 김성진 작가와의 만남,어린이(저학년),비대면,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260515135613806_7a1de033,
밝은미래,"정영재 (지은이), 김정진 (그림)",<이상한 쫀드기? 쫀드기!> 정영재 작가와의 만남,어린이(저학년),비대면,"활동/워크숍 독서활동, 문학",https://www.bookseed.kr/program/lecture/lecture_20260513165502982_6681edc2,
곰세마리,"박티팔 (지은이), 보람 (그림)",<점심때 뭐 먹었냐고 묻지 마라> 정신과 임상심리사와 함께 하는 관계/소통에 대한 이야기,어린이(저학년),비대면,"일반 강연 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260513141346939_2fc7e623,
창비,"정은정 (지은이), 유시연 (그림)",『아무거나 문방구』 정은정 작가와의 만남 : ‘이야기’의 힘,어린이(저학년),비대면,"일반 강연 writing, creative",https://www.bookseed.kr/program/lecture/lecture_20260513100555545_da2f35c5,
창비,"이신영 (지은이), 조승연 (그림)",『1학년은 처음이야』 이신영 작가와의 만남 :‘나’답게 시작하는 처음!,어린이(저학년),비대면,"일반 강연 문학, art",https://www.bookseed.kr/program/lecture/lecture_20260512115428919_ae2102c0,
창비,"윤성은 (지은이), 보람 (그림)",『너의 작은 친구 이지룡』 윤성은 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 문학, art",https://www.bookseed.kr/program/lecture/lecture_20260512114340364_8b3af0b1,
창비,윤강미 (지은이),『달빛 조각』 윤강미 작가와의 만남 :자연과 인간이 공존하는 세상,어린이(저학년),비대면,"일반 강연 그림책, 문학",https://www.bookseed.kr/program/lecture/lecture_20260512114004891_bd93fbbc,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5824312%3Ftimestamp%3D20260410120644
창비,윤강미 (지은이),『나무가 자라는 빌딩』 윤강미 작가와의 만남 :자연과 인간이 공존하는 세상,어린이(저학년),비대면,"일반 강연 그림책, creative",https://www.bookseed.kr/program/lecture/lecture_20260512113739494_357a8edb,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4857465%3Ftimestamp%3D20250605131243
창비,"김유 (지은이), 오정택 (그림)",『내 이름은 구구 스니커즈』 김유 작가와의 만남 :동화랑 놀자! (어린이 저학년 대상),어린이(저학년),비대면,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/lecture_20260512110804990_80c0b020,
창비,"고재현 (지은이), 조경규 (그림)",『귀신 잡는 방구 탐정』 고재현 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/lecture_20260512104043696_9af1e281,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F533813%3Ftimestamp%3D20231124152702
